id,serial,product,action
1522,GNK,"Apple MacBook Pro 15-inch (Glossy) 2.53GHz Core i5 (Mid 2010) MC372LL/A",
1523,GNK,"Apple MacBook Pro 15-inch (Glossy) 2.66GHz Core i7 (Mid 2010) MC373LL/A",
1524,GNK,"Apple MacBook Pro 15-inch (Glossy) 2.8GHz Core i7 (Mid 2010) MC373LL/A",
1525,GPQ,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Core i5 (Mid 2010) MC371LL/A",
1526,GPQ,"Apple MacBook Pro 15-inch (Glossy) 2.53GHz Core i5 (Mid 2010) MC372LL/A",
1527,GPQ,"Apple MacBook Pro 15-inch (Glossy) 2.66GHz Core i7 (Mid 2010) MC373LL/A",
1528,GPQ,"Apple MacBook Pro 15-inch (Glossy) 2.8GHz Core i7 (Mid 2010) MC373LL/A",
1529,GPW,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Core i5 (Mid 2010) MC371LL/A",
1530,GPW,"Apple MacBook Pro 15-inch (Glossy) 2.53GHz Core i5 (Mid 2010) MC372LL/A",
1531,GPW,"Apple MacBook Pro 15-inch (Glossy) 2.66GHz Core i7 (Mid 2010) MC373LL/A",
1532,GPW,"Apple MacBook Pro 15-inch (Glossy) 2.8GHz Core i7 (Mid 2010) MC373LL/A",
1533,GRE,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Core i5 (Mid 2010) MC371LL/A",
1534,GRE,"Apple MacBook Pro 15-inch (Glossy) 2.53GHz Core i5 (Mid 2010) MC372LL/A",
1535,GRE,"Apple MacBook Pro 15-inch (Glossy) 2.66GHz Core i7 (Mid 2010) MC373LL/A",
1536,GRE,"Apple MacBook Pro 15-inch (Glossy) 2.8GHz Core i7 (Mid 2010) MC373LL/A",
1537,HE6,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Core i5 (Mid 2010) MC371LL/A",
1538,HE6,"Apple MacBook Pro 15-inch (Glossy) 2.53GHz Core i5 (Mid 2010) MC372LL/A",
1539,HE6,"Apple MacBook Pro 15-inch (Glossy) 2.66GHz Core i7 (Mid 2010) MC373LL/A",
1540,HE6,"Apple MacBook Pro 15-inch (Glossy) 2.8GHz Core i7 (Mid 2010) MC373LL/A",
1541,HPE,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Core i5 (Mid 2010) MC371LL/A",
1542,HPE,"Apple MacBook Pro 15-inch (Glossy) 2.53GHz Core i5 (Mid 2010) MC372LL/A",
1543,HPE,"Apple MacBook Pro 15-inch (Glossy) 2.66GHz Core i7 (Mid 2010) MC373LL/A",
1544,HPE,"Apple MacBook Pro 15-inch (Glossy) 2.8GHz Core i7 (Mid 2010) MC373LL/A",
1545,HPS,"Apple MacBook Pro 15-inch (Glossy) 2.4GHz Core i5 (Mid 2010) MC371LL/A",
1546,HPS,"Apple MacBook Pro 15-inch (Glossy) 2.53GHz Core i5 (Mid 2010) MC372LL/A",
1547,HPS,"Apple MacBook Pro 15-inch (Glossy) 2.66GHz Core i7 (Mid 2010) MC373LL/A",
1548,HPS,"Apple MacBook Pro 15-inch (Glossy) 2.8GHz Core i7 (Mid 2010) MC373LL/A",
1549,DV33,"Apple MacBook Pro 15-inch (Glossy) 2.3GHz Quad-core i7 (Mid 2012) MD103LL/A",
1550,DV33,"Apple MacBook Pro 15-inch (Glossy) 2.6GHz Quad-core i7 (Mid 2012) MD104LL/A",
1551,DV33,"Apple MacBook Pro 15-inch (Glossy) 2.7GHz Quad-core i7 (Mid 2012) MD104LL/A",
1552,DV35,"Apple MacBook Pro 15-inch (Glossy) 2.3GHz Quad-core i7 (Mid 2012) MD103LL/A",
1553,DV35,"Apple MacBook Pro 15-inch (Glossy) 2.6GHz Quad-core i7 (Mid 2012) MD104LL/A",
1554,DV35,"Apple MacBook Pro 15-inch (Glossy) 2.7GHz Quad-core i7 (Mid 2012) MD104LL/A",
1555,F1G3,"Apple MacBook Pro 15-inch (Glossy) 2.3GHz Quad-core i7 (Mid 2012) MD103LL/A",
1556,F1G3,"Apple MacBook Pro 15-inch (Glossy) 2.6GHz Quad-core i7 (Mid 2012) MD104LL/A",
1557,F1G3,"Apple MacBook Pro 15-inch (Glossy) 2.7GHz Quad-core i7 (Mid 2012) MD104LL/A",
1558,F1G4,"Apple MacBook Pro 15-inch (Glossy) 2.3GHz Quad-core i7 (Mid 2012) MD103LL/A",
1559,F1G4,"Apple MacBook Pro 15-inch (Glossy) 2.6GHz Quad-core i7 (Mid 2012) MD104LL/A",
1560,F1G4,"Apple MacBook Pro 15-inch (Glossy) 2.7GHz Quad-core i7 (Mid 2012) MD104LL/A",
1561,F24T,"Apple MacBook Pro 15-inch (Glossy) 2.3GHz Quad-core i7 (Mid 2012) MD103LL/A",
1562,F24T,"Apple MacBook Pro 15-inch (Glossy) 2.6GHz Quad-core i7 (Mid 2012) MD104LL/A",
1563,F24T,"Apple MacBook Pro 15-inch (Glossy) 2.7GHz Quad-core i7 (Mid 2012) MD104LL/A",
1564,F2J4,"Apple MacBook Pro 15-inch (Glossy) 2.3GHz Quad-core i7 (Mid 2012) MD103LL/A",
1565,F2J4,"Apple MacBook Pro 15-inch (Glossy) 2.6GHz Quad-core i7 (Mid 2012) MD104LL/A",
1566,F2J4,"Apple MacBook Pro 15-inch (Glossy) 2.7GHz Quad-core i7 (Mid 2012) MD104LL/A",
1567,F2J5,"Apple MacBook Pro 15-inch (Glossy) 2.3GHz Quad-core i7 (Mid 2012) MD103LL/A",
1568,F2J5,"Apple MacBook Pro 15-inch (Glossy) 2.6GHz Quad-core i7 (Mid 2012) MD104LL/A",
1569,F2J5,"Apple MacBook Pro 15-inch (Glossy) 2.7GHz Quad-core i7 (Mid 2012) MD104LL/A",
1570,F761,"Apple MacBook Pro 15-inch (Glossy) 2.3GHz Quad-core i7 (Mid 2012) MD103LL/A",
1571,F761,"Apple MacBook Pro 15-inch (Glossy) 2.6GHz Quad-core i7 (Mid 2012) MD104LL/A",
1572,F761,"Apple MacBook Pro 15-inch (Glossy) 2.7GHz Quad-core i7 (Mid 2012) MD104LL/A",
1573,DF92,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.2GHz Quad-core i7 (Early 2011) MC725LL/A",
1574,DF92,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.3GHz Quad-core i7 (Early 2011) MC725LL/A",
1575,DF93,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.2GHz Quad-core i7 (Early 2011) MC725LL/A",
1576,DF93,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.3GHz Quad-core i7 (Early 2011) MC725LL/A",
1577,DMGH,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.2GHz Quad-core i7 (Early 2011) MC725LL/A",
1578,DMGH,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.3GHz Quad-core i7 (Early 2011) MC725LL/A",
1579,DMR5,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.2GHz Quad-core i7 (Early 2011) MC725LL/A",
1580,DMR5,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.3GHz Quad-core i7 (Early 2011) MC725LL/A",
1581,DRJG,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.2GHz Quad-core i7 (Early 2011) MC725LL/A",
1582,DRJG,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.3GHz Quad-core i7 (Early 2011) MC725LL/A",
1583,DRJH,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.2GHz Quad-core i7 (Early 2011) MC725LL/A",
1584,DRJH,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.3GHz Quad-core i7 (Early 2011) MC725LL/A",
1585,DRJN,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.2GHz Quad-core i7 (Early 2011) MC725LL/A",
1586,DRJN,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.3GHz Quad-core i7 (Early 2011) MC725LL/A",
1587,DT5P,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.2GHz Quad-core i7 (Early 2011) MC725LL/A",
1588,DT5P,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.3GHz Quad-core i7 (Early 2011) MC725LL/A",
1589,DV10,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.4GHz Quad-core i7 (Late 2011) MD311LL/A",
1590,DV10,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.5GHz Quad-core i7 (Late 2011) MD311LL/A",
1591,DV11,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.4GHz Quad-core i7 (Late 2011) MD311LL/A",
1592,DV11,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.5GHz Quad-core i7 (Late 2011) MD311LL/A",
1593,DVHN,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.4GHz Quad-core i7 (Late 2011) MD311LL/A",
1594,DVHN,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.5GHz Quad-core i7 (Late 2011) MD311LL/A",
1595,DW48,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.4GHz Quad-core i7 (Late 2011) MD311LL/A",
1596,DW48,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.5GHz Quad-core i7 (Late 2011) MD311LL/A",
1597,DY25,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.4GHz Quad-core i7 (Late 2011) MD311LL/A",
1598,DY25,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.5GHz Quad-core i7 (Late 2011) MD311LL/A",
1599,F140,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.4GHz Quad-core i7 (Late 2011) MD311LL/A",
1600,F140,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.5GHz Quad-core i7 (Late 2011) MD311LL/A",
1601,DC79,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.53GHz Core i5 (Mid 2010) MC024LL/A",
1602,DC79,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.66GHz Core i7 (Mid 2010) MC024LL/A",
1603,DC79,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.8GHz Core i7 (Mid 2010) MC024LL/A",
1607,DD6Y,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.53GHz Core i5 (Mid 2010) MC024LL/A",
1608,DD6Y,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.66GHz Core i7 (Mid 2010) MC024LL/A",
1609,DD6Y,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.8GHz Core i7 (Mid 2010) MC024LL/A",
1613,DDK0,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.53GHz Core i5 (Mid 2010) MC024LL/A",
1614,DDK0,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.66GHz Core i7 (Mid 2010) MC024LL/A",
1615,DDK0,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.8GHz Core i7 (Mid 2010) MC024LL/A",
1616,DDK3,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.53GHz Core i5 (Mid 2010) MC024LL/A",
1617,DDK3,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.66GHz Core i7 (Mid 2010) MC024LL/A",
1618,DDK3,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.8GHz Core i7 (Mid 2010) MC024LL/A",
1619,DHYC,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.53GHz Core i5 (Mid 2010) MC024LL/A",
1620,DHYC,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.66GHz Core i7 (Mid 2010) MC024LL/A",
1621,DHYC,"Apple MacBook Pro 17-inch (Hi-Res Glossy) 2.8GHz Core i7 (Mid 2010) MC024LL/A",
1622,FFRP,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Early 2013) ME662LL/A",
1623,FFRP,"Apple MacBook Pro 13-inch 3.0GHz Core i7 (Retina, Early 2013) ME662LL/A",
1624,FFRR,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Early 2013) ME662LL/A",
1625,FFRR,"Apple MacBook Pro 13-inch 3.0GHz Core i7 (Retina, Early 2013) ME662LL/A",
1626,FG1F,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Early 2013) ME662LL/A",
1627,FG1F,"Apple MacBook Pro 13-inch 3.0GHz Core i7 (Retina, Early 2013) ME662LL/A",
1628,FG28,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Early 2013) ME662LL/A",
1629,FG28,"Apple MacBook Pro 13-inch 3.0GHz Core i7 (Retina, Early 2013) ME662LL/A",
1630,FGM8,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Early 2013) ME662LL/A",
1631,FGM8,"Apple MacBook Pro 13-inch 3.0GHz Core i7 (Retina, Early 2013) ME662LL/A",
1632,FVH3,"Apple MacBook Pro 13-inch 2.7GHz Core i5 (Retina, Early 2015) MF839LL/A",
1633,FVH3,"Apple MacBook Pro 13-inch 2.9GHz Core i5 (Retina, Early 2015) MF841LL/A",
1634,FVH3,"Apple MacBook Pro 13-inch 3.1GHz Core i7 (Retina, Early 2015) MF841LL/A",
1635,FVH5,"Apple MacBook Pro 13-inch 2.7GHz Core i5 (Retina, Early 2015) MF839LL/A",
1636,FVH5,"Apple MacBook Pro 13-inch 2.9GHz Core i5 (Retina, Early 2015) MF841LL/A",
1637,FVH5,"Apple MacBook Pro 13-inch 3.1GHz Core i7 (Retina, Early 2015) MF841LL/A",
1638,FVH6,"Apple MacBook Pro 13-inch 2.7GHz Core i5 (Retina, Early 2015) MF839LL/A",
1639,FVH6,"Apple MacBook Pro 13-inch 2.9GHz Core i5 (Retina, Early 2015) MF841LL/A",
1640,FVH6,"Apple MacBook Pro 13-inch 3.1GHz Core i7 (Retina, Early 2015) MF841LL/A",
1641,FVH7,"Apple MacBook Pro 13-inch 2.7GHz Core i5 (Retina, Early 2015) MF839LL/A",
1642,FVH7,"Apple MacBook Pro 13-inch 2.9GHz Core i5 (Retina, Early 2015) MF841LL/A",
1643,FVH7,"Apple MacBook Pro 13-inch 3.1GHz Core i7 (Retina, Early 2015) MF841LL/A",
1644,FVH8,"Apple MacBook Pro 13-inch 2.7GHz Core i5 (Retina, Early 2015) MF839LL/A",
1645,FVH8,"Apple MacBook Pro 13-inch 2.9GHz Core i5 (Retina, Early 2015) MF841LL/A",
1646,FVH8,"Apple MacBook Pro 13-inch 3.1GHz Core i7 (Retina, Early 2015) MF841LL/A",
1647,FVH9,"Apple MacBook Pro 13-inch 2.7GHz Core i5 (Retina, Early 2015) MF839LL/A",
1648,FVH9,"Apple MacBook Pro 13-inch 2.9GHz Core i5 (Retina, Early 2015) MF841LL/A",
1649,FVH9,"Apple MacBook Pro 13-inch 3.1GHz Core i7 (Retina, Early 2015) MF841LL/A",
1650,GKJG,"Apple MacBook Pro 13-inch 2.7GHz Core i5 (Retina, Early 2015) MF839LL/A",
1651,GKJG,"Apple MacBook Pro 13-inch 2.9GHz Core i5 (Retina, Early 2015) MF841LL/A",
1652,GKJG,"Apple MacBook Pro 13-inch 3.1GHz Core i7 (Retina, Early 2015) MF841LL/A",
1653,GKJM,"Apple MacBook Pro 13-inch 2.7GHz Core i5 (Retina, Early 2015) MF839LL/A",
1654,GKJM,"Apple MacBook Pro 13-inch 2.9GHz Core i5 (Retina, Early 2015) MF841LL/A",
1655,GKJM,"Apple MacBook Pro 13-inch 3.1GHz Core i7 (Retina, Early 2015) MF841LL/A",
1656,GM0W,"Apple MacBook Pro 13-inch 2.7GHz Core i5 (Retina, Early 2015) MF839LL/A",
1657,GM0W,"Apple MacBook Pro 13-inch 2.9GHz Core i5 (Retina, Early 2015) MF841LL/A",
1658,GM0W,"Apple MacBook Pro 13-inch 3.1GHz Core i7 (Retina, Early 2015) MF841LL/A",
1659,DR53,"Apple MacBook Pro 13-inch 2.9GHz Core i7 (Retina, Late 2012) MD213LL/A",
1660,DR53,"Apple MacBook Pro 13-inch 2.5GHz Core i5 (Retina, Late 2012) MD212LL/A",
1661,DR54,"Apple MacBook Pro 13-inch 2.9GHz Core i7 (Retina, Late 2012) MD213LL/A",
1662,DR54,"Apple MacBook Pro 13-inch 2.5GHz Core i5 (Retina, Late 2012) MD212LL/A",
1663,DR55,"Apple MacBook Pro 13-inch 2.9GHz Core i7 (Retina, Late 2012) MD213LL/A",
1664,DR55,"Apple MacBook Pro 13-inch 2.5GHz Core i5 (Retina, Late 2012) MD212LL/A",
1665,DR56,"Apple MacBook Pro 13-inch 2.9GHz Core i7 (Retina, Late 2012) MD213LL/A",
1666,DR56,"Apple MacBook Pro 13-inch 2.5GHz Core i5 (Retina, Late 2012) MD212LL/A",
1667,F775,"Apple MacBook Pro 13-inch 2.9GHz Core i7 (Retina, Late 2012) MD213LL/A",
1668,F775,"Apple MacBook Pro 13-inch 2.5GHz Core i5 (Retina, Late 2012) MD212LL/A",
1669,F776,"Apple MacBook Pro 13-inch 2.9GHz Core i7 (Retina, Late 2012) MD213LL/A",
1670,F776,"Apple MacBook Pro 13-inch 2.5GHz Core i5 (Retina, Late 2012) MD212LL/A",
1671,F897,"Apple MacBook Pro 13-inch 2.9GHz Core i7 (Retina, Late 2012) MD213LL/A",
1672,F897,"Apple MacBook Pro 13-inch 2.5GHz Core i5 (Retina, Late 2012) MD212LL/A",
1673,F8V6,"Apple MacBook Pro 13-inch 2.9GHz Core i7 (Retina, Late 2012) MD213LL/A",
1674,F8V6,"Apple MacBook Pro 13-inch 2.5GHz Core i5 (Retina, Late 2012) MD212LL/A",
1675,F8V7,"Apple MacBook Pro 13-inch 2.9GHz Core i7 (Retina, Late 2012) MD213LL/A",
1676,F8V7,"Apple MacBook Pro 13-inch 2.5GHz Core i5 (Retina, Late 2012) MD212LL/A",
1677,F8V8,"Apple MacBook Pro 13-inch 2.9GHz Core i7 (Retina, Late 2012) MD213LL/A",
1678,F8V8,"Apple MacBook Pro 13-inch 2.5GHz Core i5 (Retina, Late 2012) MD212LL/A",
1679,FGYY,"Apple MacBook Pro 13-inch 2.8GHz Core i7 (Retina, Late 2013) ME866LL/A",
1680,FGYY,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Late 2013) ME866LL/A",
1681,FGYY,"Apple MacBook Pro 13-inch 2.4GHz Core i5 (Retina, Late 2013) ME865LL/A",
1682,FH00,"Apple MacBook Pro 13-inch 2.8GHz Core i7 (Retina, Late 2013) ME866LL/A",
1683,FH00,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Late 2013) ME866LL/A",
1684,FH00,"Apple MacBook Pro 13-inch 2.4GHz Core i5 (Retina, Late 2013) ME865LL/A",
1685,FH01,"Apple MacBook Pro 13-inch 2.8GHz Core i7 (Retina, Late 2013) ME866LL/A",
1686,FH01,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Late 2013) ME866LL/A",
1687,FH01,"Apple MacBook Pro 13-inch 2.4GHz Core i5 (Retina, Late 2013) ME865LL/A",
1688,FH02,"Apple MacBook Pro 13-inch 2.8GHz Core i7 (Retina, Late 2013) ME866LL/A",
1689,FH02,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Late 2013) ME866LL/A",
1690,FH02,"Apple MacBook Pro 13-inch 2.4GHz Core i5 (Retina, Late 2013) ME865LL/A",
1691,FH03,"Apple MacBook Pro 13-inch 2.8GHz Core i7 (Retina, Late 2013) ME866LL/A",
1692,FH03,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Late 2013) ME866LL/A",
1693,FH03,"Apple MacBook Pro 13-inch 2.4GHz Core i5 (Retina, Late 2013) ME865LL/A",
1694,FH04,"Apple MacBook Pro 13-inch 2.8GHz Core i7 (Retina, Late 2013) ME866LL/A",
1695,FH04,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Late 2013) ME866LL/A",
1696,FH04,"Apple MacBook Pro 13-inch 2.4GHz Core i5 (Retina, Late 2013) ME865LL/A",
1697,FH05,"Apple MacBook Pro 13-inch 2.8GHz Core i7 (Retina, Late 2013) ME866LL/A",
1698,FH05,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Late 2013) ME866LL/A",
1699,FH05,"Apple MacBook Pro 13-inch 2.4GHz Core i5 (Retina, Late 2013) ME865LL/A",
1700,FTCD,"Apple MacBook Pro 13-inch 2.8GHz Core i7 (Retina, Late 2013) ME866LL/A",
1701,FTCD,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Late 2013) ME866LL/A",
1702,FTCD,"Apple MacBook Pro 13-inch 2.4GHz Core i5 (Retina, Late 2013) ME865LL/A",
1703,FTCH,"Apple MacBook Pro 13-inch 2.8GHz Core i7 (Retina, Late 2013) ME866LL/A",
1704,FTCH,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Late 2013) ME866LL/A",
1705,FTCH,"Apple MacBook Pro 13-inch 2.4GHz Core i5 (Retina, Late 2013) ME865LL/A",
1706,FTPH,"Apple MacBook Pro 13-inch 2.8GHz Core i7 (Retina, Late 2013) ME866LL/A",
1707,FTPH,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Late 2013) ME866LL/A",
1708,FTPH,"Apple MacBook Pro 13-inch 2.4GHz Core i5 (Retina, Late 2013) ME865LL/A",
1709,FTPJ,"Apple MacBook Pro 13-inch 2.8GHz Core i7 (Retina, Late 2013) ME866LL/A",
1710,FTPJ,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Late 2013) ME866LL/A",
1711,FTPJ,"Apple MacBook Pro 13-inch 2.4GHz Core i5 (Retina, Late 2013) ME865LL/A",
1712,G3QH,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Mid 2014) MGX82LL/A",
1713,G3QH,"Apple MacBook Pro 13-inch 2.8GHz Core i5 (Retina, Mid 2014) MGX92LL/A",
1714,G3QH,"Apple MacBook Pro 13-inch 3.0GHz Core i7 (Retina, Mid 2014) MGX92LL/A",
1715,G3QJ,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Mid 2014) MGX82LL/A",
1716,G3QJ,"Apple MacBook Pro 13-inch 2.8GHz Core i5 (Retina, Mid 2014) MGX92LL/A",
1717,G3QJ,"Apple MacBook Pro 13-inch 3.0GHz Core i7 (Retina, Mid 2014) MGX92LL/A",
1718,G3QK,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Mid 2014) MGX82LL/A",
1719,G3QK,"Apple MacBook Pro 13-inch 2.8GHz Core i5 (Retina, Mid 2014) MGX92LL/A",
1720,G3QK,"Apple MacBook Pro 13-inch 3.0GHz Core i7 (Retina, Mid 2014) MGX92LL/A",
1721,G3QQ,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Mid 2014) MGX82LL/A",
1722,G3QQ,"Apple MacBook Pro 13-inch 2.8GHz Core i5 (Retina, Mid 2014) MGX92LL/A",
1723,G3QQ,"Apple MacBook Pro 13-inch 3.0GHz Core i7 (Retina, Mid 2014) MGX92LL/A",
1724,G3QR,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Mid 2014) MGX82LL/A",
1725,G3QR,"Apple MacBook Pro 13-inch 2.8GHz Core i5 (Retina, Mid 2014) MGX92LL/A",
1726,G3QR,"Apple MacBook Pro 13-inch 3.0GHz Core i7 (Retina, Mid 2014) MGX92LL/A",
1727,G3QT,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Mid 2014) MGX82LL/A",
1728,G3QT,"Apple MacBook Pro 13-inch 2.8GHz Core i5 (Retina, Mid 2014) MGX92LL/A",
1729,G3QT,"Apple MacBook Pro 13-inch 3.0GHz Core i7 (Retina, Mid 2014) MGX92LL/A",
1730,G970,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Mid 2014) MGX82LL/A",
1731,G970,"Apple MacBook Pro 13-inch 2.8GHz Core i5 (Retina, Mid 2014) MGX92LL/A",
1732,G970,"Apple MacBook Pro 13-inch 3.0GHz Core i7 (Retina, Mid 2014) MGX92LL/A",
1733,G971,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Mid 2014) MGX82LL/A",
1734,G971,"Apple MacBook Pro 13-inch 2.8GHz Core i5 (Retina, Mid 2014) MGX92LL/A",
1735,G971,"Apple MacBook Pro 13-inch 3.0GHz Core i7 (Retina, Mid 2014) MGX92LL/A",
1736,G972,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Mid 2014) MGX82LL/A",
1737,G972,"Apple MacBook Pro 13-inch 2.8GHz Core i5 (Retina, Mid 2014) MGX92LL/A",
1738,G972,"Apple MacBook Pro 13-inch 3.0GHz Core i7 (Retina, Mid 2014) MGX92LL/A",
1739,G9FP,"Apple MacBook Pro 13-inch 2.6GHz Core i5 (Retina, Mid 2014) MGX82LL/A",
1740,G9FP,"Apple MacBook Pro 13-inch 2.8GHz Core i5 (Retina, Mid 2014) MGX92LL/A",
1741,G9FP,"Apple MacBook Pro 13-inch 3.0GHz Core i7 (Retina, Mid 2014) MGX92LL/A",
1742,FFT0,"Apple MacBook Pro 15-inch 2.8GHz Quad-core i7 (Retina, Early 2013) ME665LL/A",
1743,FFT0,"Apple MacBook Pro 15-inch 2.7GHz Quad-core i7 (Retina, Early 2013) ME665LL/A",
1744,FFT0,"Apple MacBook Pro 15-inch 2.4GHz Quad-core i7 (Retina, Early 2013) ME664LL/A",
1745,FFT1,"Apple MacBook Pro 15-inch 2.8GHz Quad-core i7 (Retina, Early 2013) ME665LL/A",
1746,FFT1,"Apple MacBook Pro 15-inch 2.7GHz Quad-core i7 (Retina, Early 2013) ME665LL/A",
1747,FFT1,"Apple MacBook Pro 15-inch 2.4GHz Quad-core i7 (Retina, Early 2013) ME664LL/A",
1748,FFT2,"Apple MacBook Pro 15-inch 2.8GHz Quad-core i7 (Retina, Early 2013) ME665LL/A",
1749,FFT2,"Apple MacBook Pro 15-inch 2.7GHz Quad-core i7 (Retina, Early 2013) ME665LL/A",
1750,FFT2,"Apple MacBook Pro 15-inch 2.4GHz Quad-core i7 (Retina, Early 2013) ME664LL/A",
1751,FFT3,"Apple MacBook Pro 15-inch 2.8GHz Quad-core i7 (Retina, Early 2013) ME665LL/A",
1752,FFT3,"Apple MacBook Pro 15-inch 2.7GHz Quad-core i7 (Retina, Early 2013) ME665LL/A",
1753,FFT3,"Apple MacBook Pro 15-inch 2.4GHz Quad-core i7 (Retina, Early 2013) ME664LL/A",
1754,FFT4,"Apple MacBook Pro 15-inch 2.8GHz Quad-core i7 (Retina, Early 2013) ME665LL/A",
1755,FFT4,"Apple MacBook Pro 15-inch 2.7GHz Quad-core i7 (Retina, Early 2013) ME665LL/A",
1756,FFT4,"Apple MacBook Pro 15-inch 2.4GHz Quad-core i7 (Retina, Early 2013) ME664LL/A",
1757,FG1H,"Apple MacBook Pro 15-inch 2.8GHz Quad-core i7 (Retina, Early 2013) ME665LL/A",
1758,FG1H,"Apple MacBook Pro 15-inch 2.7GHz Quad-core i7 (Retina, Early 2013) ME665LL/A",
1759,FG1H,"Apple MacBook Pro 15-inch 2.4GHz Quad-core i7 (Retina, Early 2013) ME664LL/A",
1760,FG1J,"Apple MacBook Pro 15-inch 2.8GHz Quad-core i7 (Retina, Early 2013) ME665LL/A",
1761,FG1J,"Apple MacBook Pro 15-inch 2.7GHz Quad-core i7 (Retina, Early 2013) ME665LL/A",
1762,FG1J,"Apple MacBook Pro 15-inch 2.4GHz Quad-core i7 (Retina, Early 2013) ME664LL/A",
1763,FGFJ,"Apple MacBook Pro 15-inch 2.8GHz Quad-core i7 (Retina, Early 2013) ME665LL/A",
1764,FGFJ,"Apple MacBook Pro 15-inch 2.7GHz Quad-core i7 (Retina, Early 2013) ME665LL/A",
